inchikey,validated,pAct_pre,n_pre,n_undated
KAPNJGZVRYPTJW-UHFFFAOYSA-N,1,9.301029995663981,1,0
DYVLYWKEJHHXOH-TZMCWYRMSA-N,1,9.301029995663981,3,0
BZWLDSMYMFIKPT-YXJHDRRASA-N,1,9.301029995663981,1,0
TVTKXMSEQXXPJA-NRFANRHFSA-N,1,,0,0
NDOACRCCZRNDRC-AWEZNQCLSA-N,1,9.299988937677888,1,0
VNSQNNPGGZXQAN-UHFFFAOYSA-N,1,9.299988937677888,1,0
RCTPWYPPQMZWPM-WGSAOQKQSA-N,1,,0,0
KWNJJPLLFRQMRI-IYARVYRRSA-N,1,,0,0
SDZGFAGZLJLJSV-UHFFFAOYSA-N,1,9.259637310505756,1,0
IMFLKRNUSHCDBK-UHFFFAOYSA-N,1,9.259637310505756,1,0
HQCCZCGQNSJNDG-YSMPRRRNSA-N,1,,0,0
ZYZZJOLJNNFBHS-UHFFFAOYSA-N,1,9.24033215531037,1,0
FFGYZWWOVBUEIV-UHFFFAOYSA-N,1,9.239577516576787,1,0
KVQQVUQXVQANFT-AQYVVDRMSA-N,1,,0,0
BCQDQVRXJROXMU-UHFFFAOYSA-N,1,,0,0
WRUSBTCFXKDYJC-UHFFFAOYSA-N,1,9.229147988357855,1,0
WEUPAXGYFOUDLZ-CYBMUJFWSA-N,1,9.221848749616356,1,0
KJOFXQKVGTXQTK-IYARVYRRSA-N,1,9.221848749616356,1,0
KFOXMHFDNRTETJ-UHFFFAOYSA-N,1,9.221848749616356,1,0
SEHZPOBOTHQMOI-FRFSOERESA-N,1,9.221848749616356,1,0
WKXGCJMHUWZCIC-UHFFFAOYSA-N,1,,0,0
KHPGADABEDKFQQ-UHFFFAOYSA-N,1,9.207608310501746,1,0
PMKMNTBZJOXTJW-UHFFFAOYSA-N,1,,0,0
PFVOHXHHGRINAB-KRWDZBQOSA-N,1,9.200659450546418,1,0
BVVYFGNETCYNNY-UHFFFAOYSA-N,1,9.199970640755865,1,0
ITUXAHIEYLTLOX-QGZVFWFLSA-N,1,,0,0
VQKRYESCJYNAOI-UHFFFAOYSA-N,1,,0,0
BKRGVLQUQGGVSM-KBXCAEBGSA-N,1,9.18045606445813,5,2
AYDICYGRWUFLHA-UHFFFAOYSA-N,1,9.18045606445813,1,0
XRYLGRGAWQSVQW-UHFFFAOYSA-N,1,9.173925197299173,1,0
PQSQAZFTLXRLJP-UHFFFAOYSA-N,1,9.173925197299173,1,0
AMAZFBCTWBJQKF-UHFFFAOYSA-N,1,,0,0
JJYGMNQCYKVCSO-NSHDSACASA-N,1,9.169989064063882,1,0
IJKCMXOYXRJELY-ZDUSSCGKSA-N,1,,0,0
JQHSYAQISCFWOK-UHFFFAOYSA-N,1,9.154901959985743,1,0
NYXDYIWPZMXTPA-UHFFFAOYSA-N,1,9.154901959985743,1,0
IVUIBIRRERFFHX-UHFFFAOYSA-N,1,,0,0
JCJHEQWKLFDJPY-HXUWFJFHSA-N,1,,0,0
CXQUOFVDYCOSEZ-UHFFFAOYSA-N,1,9.152259161754902,6,0
YSQJEBUGELTUQM-ZDUSSCGKSA-N,1,9.149129683781393,2,0
NRFJXDLMBKNOHP-UHFFFAOYSA-N,1,9.148741651280925,1,0
BYJLEOXPONSXOY-IYARVYRRSA-N,1,,0,0
XOLGUSIUXDCCCM-HZCBDIJESA-N,1,,0,0
FVJVBIJJZNFQKE-UHFFFAOYSA-N,1,9.136677139879545,1,0
BNSLCCULUHMZBQ-KESTWPANSA-N,1,,0,0
OLHTYSHHUSHAPW-UHFFFAOYSA-N,1,9.119186407719209,1,0
KPWSJANDNDDRMB-UHFFFAOYSA-N,1,,0,0
BGEAJJAWRXRQLO-UHFFFAOYSA-N,1,9.100015437450608,2,0
LALPTZBNNOBOPF-UHFFFAOYSA-N,1,9.100015437450608,1,0
CTVAPGCBERCRDO-BHIYHBOVSA-N,1,9.096910013008056,1,0
BYOLGTZWXRPJPY-UHFFFAOYSA-N,1,9.096910013008056,1,0
BWVZMXRKTJNRCJ-UHFFFAOYSA-N,1,9.096910013008056,3,0
USIMZAIRLDAIQJ-UHFFFAOYSA-N,1,9.096910013008056,3,0
PMWUJURPEGHBKV-TZMCWYRMSA-N,1,9.096910013008056,1,0
APCSKDZXHMFZBO-WGSAOQKQSA-N,1,,0,0
GOLUWUPEFVOPGA-UHFFFAOYSA-N,1,,0,0
QGNOXTFZOLDODX-UHFFFAOYSA-N,1,9.09151498112135,1,0
ZZJYIKPMDIWRSN-HWBMXIPRSA-N,1,10.397940008672037,1,0
MGUCYNMYMMBXDP-UHFFFAOYSA-N,1,9.090443970758825,1,0
IYWXUSILGIBAQW-NRFANRHFSA-N,1,,0,0
AAELEHAFAYIZRH-KDURUIRLSA-N,1,,0,0
NWVXCTHMKYPUKK-NRFANRHFSA-N,1,,0,0
AGAHNABIDCTLHW-UHFFFAOYSA-N,1,,0,0
GLEZZSAETATKRY-UHFFFAOYSA-N,1,,0,0
GHLIXCKZQCRDAX-LJQANCHMSA-N,1,9.077450979992872,2,0
AIXGSHLFBFGRFX-SKQKWFJKSA-N,1,,0,0
GKXOICRHYDMLAH-UHFFFAOYSA-N,1,,0,0
FUGWOZRGTJZGAQ-UHFFFAOYSA-N,1,,0,0
DLYAUPSKDVMPSS-UHFFFAOYSA-N,1,,0,0
RGWGDYMUCXDODX-XUTJKUGGSA-N,1,,0,0
LBNGJZBDUWZGLH-UAPYVXQJSA-N,1,,0,0
AJESKKMIWNWSBT-UHFFFAOYSA-N,1,9.065501548756432,1,0
FKUQSZKJDBSUAF-ZDUSSCGKSA-N,1,9.06304920106777,2,0
DEKJLYJRFGCPNK-UHFFFAOYSA-N,1,,0,0
DRDNXPOWBJOJRJ-RZFKFIIISA-N,1,,0,0
SROBMKRRHVLVHU-UHFFFAOYSA-N,1,9.057000406633959,1,0
DBRVEHQLZZEVFX-MXVIHJGJSA-N,1,,0,0
HBUKKEFQANLSNF-XLKFHUSGSA-N,1,,0,0
KGJDHBDNYIVRSF-UHFFFAOYSA-N,1,9.050122295963126,1,0
PYCKGDROYNHKPS-UHFFFAOYSA-N,1,9.045757490560675,1,0
LMUWKYOZOCNQDQ-UHFFFAOYSA-N,1,9.045757490560675,2,0
RCWSDRYOQJIECB-UHFFFAOYSA-N,1,9.045757490560675,1,0
VKVJQSCYLIOFEN-OAQYLSRUSA-N,1,,0,0
GUTXTARXLVFHDK-UHFFFAOYSA-N,1,9.04098483160756,2,0
MBMINXDPXIMQPF-UHFFFAOYSA-N,1,,0,0
PUHPHTLOURQFMV-LBPRGKRZSA-N,1,9.040005161671584,1,0
MWAPGIGSNBMUAD-CCPXZDFDSA-N,1,,0,0
HZPDHOOVQQYBJP-TZMCWYRMSA-N,1,9.187086643357144,1,0
XMADFSDPKTZGLY-MXVIHJGJSA-N,1,,0,0
FNEYDYBEZUNJRD-UHFFFAOYSA-N,1,9.031517051446064,1,0
OKJIXAFKUUQQCX-UHFFFAOYSA-N,1,,0,0
MIDQPNSXCMMZSS-GOSISDBHSA-N,1,,0,0
QJRUCZBGBMXWPF-AQYVVDRMSA-N,1,,0,0
QEQTYRYMOSHBTB-FCHUYYIVSA-N,1,,0,0
IBCJUIIXFRJMOE-UQQQWYQISA-N,1,,0,0
AQCPIJGBSDFUKW-CVKSISIWSA-N,1,,0,0
DYERWDPVNLQROR-DKXQDJALSA-N,1,,0,0
VPUYNZMAEQVXFX-UHFFFAOYSA-N,1,9.0,1,0
GBBXKCGHLOWKFM-WGSAOQKQSA-N,1,9.0,1,0
NVCMKCBLQDUADQ-UHFFFAOYSA-N,1,9.0,1,0
SFRWZRKAHVGRFO-UHFFFAOYSA-N,1,9.0,1,0
FMEYZGBIOSKJJC-UHFFFAOYSA-N,1,9.0,1,0
DXVUFDJAEHWWRG-KRWDZBQOSA-N,1,9.0,1,0
LWSDEDAXDVTMTG-INIZCTEOSA-N,1,9.0,1,0
GVOWTPVTYQMHDU-UHFFFAOYSA-N,1,9.0,1,0
KFWSEMIBLPIBOC-UHFFFAOYSA-N,1,9.0,1,0
XBWNTYFNUFPCHL-UHFFFAOYSA-N,1,9.0,1,0
ONWXXZNGMBXUOA-UHFFFAOYSA-N,1,9.0,1,0
INPZJTQIZICEOJ-UHFFFAOYSA-N,1,9.0,1,0
NLAPYFUIFIHYFO-UHFFFAOYSA-N,1,9.0,1,0
JMXCICODDRWOSZ-UHFFFAOYSA-N,1,9.0,1,0
XJZDTABDIWRHTR-UHFFFAOYSA-N,1,9.0,1,0
ANCFDBAFLRCWEK-UHFFFAOYSA-N,1,9.0,1,0
PLKOFQSGOPKBMP-UHFFFAOYSA-N,1,9.0,1,0
VGUCRFZEXJNJAG-KVSKMBFKSA-N,1,9.0,1,0
MCYLXTMEEBXVDF-UHFFFAOYSA-N,1,9.0,1,0
LMPJCXOOACXKHV-UHFFFAOYSA-N,1,9.0,1,0
UIIXJYGCNLZGHI-UHFFFAOYSA-N,1,9.0,1,0
VJUQIMXHRMEYAS-UHFFFAOYSA-N,1,,0,0
KRHFNHTVKDCQGV-UHFFFAOYSA-N,1,,0,0
NHLHTGDNMWUOMW-UHFFFAOYSA-N,1,,0,0
JCJHEQWKLFDJPY-FQEVSTJZSA-N,1,,0,0
DSUPVFQPRMPPAD-UHFFFAOYSA-N,1,,0,0
UJZNKWHHQIIKBC-ZIIYYELXSA-N,1,,0,0
LXNQXNYRRQSMER-UHFFFAOYSA-N,1,,0,0
VYGJNGJRTPHPPA-UHFFFAOYSA-N,1,8.99740974374811,2,0
QQTSFNQVIGVGCT-GRGXKFILSA-N,1,,0,0
WGLPSCZHULDZSS-JTQLQIEISA-N,1,8.99148333035061,2,0
HTHHKXUTDJTRGL-DKXQDJALSA-N,1,,0,0
KPWSJANDNDDRMB-QAQDUYKDSA-N,1,8.614798618482665,10,0
OSAOKFNDHSEFAK-UHFFFAOYSA-N,1,8.986937741627274,2,0
OEJCRLZCGDBNPH-UHFFFAOYSA-N,1,,0,0
UEUHNMQUIFFWEA-AQYVVDRMSA-N,1,,0,0
LBCLWNAKMLUAKD-AQYVVDRMSA-N,1,,0,0
MKFJWCIOEBXNLP-LBPRGKRZSA-N,1,8.96018944585165,1,0
QNBCPLWFVGLFHO-CYBMUJFWSA-N,1,8.958607314841775,1,0
UDUOGLZZYDDSKR-UHFFFAOYSA-N,1,8.958607314841775,1,0
UJKKBRMKWCZNQF-UHFFFAOYSA-N,1,8.958607314841775,1,0
XRYLGRGAWQSVQW-KRWDZBQOSA-N,1,8.958607314841775,1,0
YOBZEYPRYAJSBZ-UHFFFAOYSA-N,1,8.958607314841775,1,0
WZISTPRGDPHEAE-UKRRQHHQSA-N,1,8.958607314841775,1,0
LSCFXOJSPYZWQQ-UHFFFAOYSA-N,1,8.958607314841775,1,0
ZZJYIKPMDIWRSN-SLSDLSHTSA-N,1,,0,0
GSYXWIMVZURMCS-UHFFFAOYSA-N,1,8.958607314841775,1,0
VDIKOHJQRNCQAT-UHFFFAOYSA-N,1,,0,0
QUUFDJZHDLIECK-UHFFFAOYSA-N,1,,0,0
OQARJAMVLWZKHI-WDYRZJDSSA-N,1,,0,0
WOHMWCGVHSYPFG-JENIJYKNSA-N,1,,0,0
OMQYELRKBALQJF-TZMCWYRMSA-N,1,8.943095148663527,1,0
OSFYUOBMIMRRQJ-SHTZXODSSA-N,1,,0,0
BTGAJCKRXPNBFI-OAHLLOKOSA-N,1,8.789949150124862,13,0
GJKBMWIJPUSQGX-QAQDUYKDSA-N,1,,0,0
APQWXABKECJSIH-UHFFFAOYSA-N,1,,0,0
HIBUHKNMTZCDMF-UHFFFAOYSA-N,1,8.920818753952375,1,0
YHMDCFXONGIJED-NGRWLJPCSA-N,1,8.920818753952375,1,0
CGVZEZGEEUBAEK-UHFFFAOYSA-N,1,8.920818753952375,1,0
ZMIWRRKLVCCVBJ-UHFFFAOYSA-N,1,8.920818753952375,1,0
AHJHJVULSVKBEA-KDURUIRLSA-N,1,,0,0
WMQLLTKSISGWHQ-WKILWMFISA-N,1,,0,0
PPOMMOPYGUOVFS-KDURUIRLSA-N,1,,0,0
FHTQWEHAVYFMHP-QGZVFWFLSA-N,1,,0,0
KXLZVZNZPJCJEY-UHFFFAOYSA-N,1,,0,0
FUOUCUSWOTUMGM-UHFFFAOYSA-N,1,8.899974269892137,1,0
JQXMVFBXXAKVDC-NRFANRHFSA-N,1,,0,0
PGSFAKCMNLKKDT-ZDUSSCGKSA-N,1,8.890084136976206,1,0
GGEDSWLSSJZGKV-AWEZNQCLSA-N,1,8.890084136976206,1,0
FRQVGTOODSSJIY-UHFFFAOYSA-N,1,,0,0
LPLZFZAIOWVRTJ-UHFFFAOYSA-N,1,8.886056647693163,1,0
KTDGVFIKKDUXFL-UHFFFAOYSA-N,1,8.886056647693163,1,0
UPXJKNQVKALXKP-UHFFFAOYSA-N,1,8.886056647693163,1,0
QDZRLBZZELBOIJ-UHFFFAOYSA-N,1,8.886056647693163,1,0
PCZMYCPDZLHZCQ-LITSAYRRSA-N,1,8.886056647693163,1,0
FGXWKSZFVQUSTL-UHFFFAOYSA-N,1,,0,2
XTHUIXNTYMTWQC-UHFFFAOYSA-N,1,8.886056647693163,1,0
DKDBPNNUSSEBFR-UHFFFAOYSA-N,1,,0,0
MVUPPHQTJNNNFZ-UHFFFAOYSA-N,1,,0,0
OTYGUGGEVVLOCC-UHFFFAOYSA-N,1,,0,0
GNOHLPXINNYCLR-TYZXPVIJSA-N,1,8.853871964321762,1,0
LZEJCTIJSMQOTB-MXVIHJGJSA-N,1,8.853871964321762,1,0
CYOBJTAQBGDFGU-YPGOJHLTSA-N,1,8.853871964321762,1,0
PSBWDCHOGUBLQH-UHFFFAOYSA-N,1,8.853871964321762,1,0
VMYDRWOVWUPFPO-UHFFFAOYSA-N,1,8.853871964321762,1,0
OQPYDZQJBICVMH-SYYKKAFVSA-N,1,8.853871964321762,1,0
HTHHKXUTDJTRGL-AFARHQOCSA-N,1,,0,0
MMZCHCQVBLYIRF-UHFFFAOYSA-N,1,,0,0
UDFOPUAGEBDRJQ-UHFFFAOYSA-N,1,,0,0
NSRFWSBDKAVEHH-UHFFFAOYSA-N,1,,0,0
TVCLMCWUAJMAEI-UHFFFAOYSA-N,1,8.85078088734462,1,0
HLJDGDVDXPMCOC-UHFFFAOYSA-N,1,8.849997901192726,2,0
NLIPZVMIMUCCIK-JTQLQIEISA-N,1,8.849857838151442,1,0
XZFPTXVCUYVBAT-QGZVFWFLSA-N,1,,0,0
CNNRPXDUHKLPGW-NGRWLJPCSA-N,1,8.84569645301584,2,0
PLDUPXSUYLZYBN-UHFFFAOYSA-N,1,8.84163750790475,1,2
WUVVNDIQBGLCOQ-UHFFFAOYSA-N,1,8.840968332518619,2,0
DKLFJXNMKAKPTA-HZCBDIJESA-N,1,,0,0
IXHFUNSVBJAYHP-UHFFFAOYSA-N,1,8.835647144215564,1,0
LPWQYVIMWOVNJE-BAXQJZDKSA-N,1,8.832682665251824,1,0
UMTWXZNVNBBFLC-SHTZXODSSA-N,1,,0,0
VFDZFYCKUWKAKM-UHFFFAOYSA-N,1,8.824875990832918,4,0
FMCRANLYZLAXGN-UHFFFAOYSA-N,1,8.823908740944319,1,0
WKTBGKZXPNQGKA-MOJGAOKDSA-N,1,8.823908740944319,1,0
QLWQFJPPXAYVOM-NGRWLJPCSA-N,1,8.823908740944319,1,0
YDQYJYPAQZRPCT-UHFFFAOYSA-N,1,8.823908740944319,1,0
VGUCRFZEXJNJAG-SZVBFZGTSA-N,1,8.823908740944319,1,0
QVJKMHVHKSTLSO-UHFFFAOYSA-N,1,8.823908740944319,1,0
SITQSHZFILPALT-UHFFFAOYSA-N,1,,0,0
NHDFEXRNVMOWCZ-UHFFFAOYSA-N,1,,0,0
IAILMXLUNTXPAW-UHFFFAOYSA-N,1,,0,0
BEGUVTFMDVOUIM-UHFFFAOYSA-N,1,,0,0
WQWHPPMEWVYOCN-UHFFFAOYSA-N,1,,0,0
GIAKVIIADZNGFQ-UHFFFAOYSA-N,1,8.821023052706831,1,0
ZKFYKFLDTDNMAW-LBPRGKRZSA-N,1,8.819874124835946,1,0
XTZOWCVPOQNSNK-LAUBAEHRSA-N,1,,0,0
XIUGOOSNVROHDP-LJQANCHMSA-N,1,,0,0
ONXAINPGJUQBMC-UHFFFAOYSA-N,1,8.812479279163536,1,0
QQIQMQNRECKGDS-UHFFFAOYSA-N,1,,0,0
GPOXSHFDBBJUJR-UHFFFAOYSA-N,1,8.79997073344623,1,0
LNEPOXFFQSENCJ-UHFFFAOYSA-N,1,8.853871964321762,81,2
AMDRAFDQLSKJMW-UHFFFAOYSA-N,1,8.795880017344075,1,0
WASDQAJQWQDOQW-UHFFFAOYSA-N,1,8.795880017344075,1,0
FUZKHNSFTYISEL-UHFFFAOYSA-N,1,8.795880017344075,1,0
XTIPDLJJVIOGHI-UHFFFAOYSA-N,1,8.795880017344075,1,0
DYERWDPVNLQROR-AFARHQOCSA-N,1,,0,0
KRVOJOCLBAAKSJ-UHFFFAOYSA-N,1,,0,0
IWAHIMCMPBOXKG-FQEVSTJZSA-N,1,,0,0
BXOPFJXHIDYFEL-UHFFFAOYSA-N,1,8.780333653084869,2,0
XCKMSIBEVNAANY-UHFFFAOYSA-N,1,8.779891911959945,1,0
OTPPYWCIUOIPCN-UHFFFAOYSA-N,1,8.779891911959945,1,0
GTVPXEVAFBWKHY-UHFFFAOYSA-N,1,8.309981219211306,1,0
BAWYBBXTSLJQTI-AQYVVDRMSA-N,1,,0,0
MJPCQTFHQPZUOE-JTQLQIEISA-N,1,8.770062314092065,1,0
QNTNWSQRMBFBSH-UHFFFAOYSA-N,1,8.769551078621726,1,0
HRQSRFLNKXUFRB-KESTWPANSA-N,1,8.769551078621726,1,0
XVRGSHVTZMJIAN-UHFFFAOYSA-N,1,8.769551078621726,1,0
PZOVIFGFKIPBAC-UHFFFAOYSA-N,1,8.769551078621726,1,0
YQJSOEKFOQHZGK-FAQVEIGNSA-N,1,8.769551078621726,1,0
CZMNVXMBURYBAI-UHFFFAOYSA-N,1,8.769551078621726,1,0
PNRXQZLTVQCRMF-UHFFFAOYSA-N,1,8.769551078621726,1,0
FAUOEZQOXBUMAX-CONSDPRKSA-N,1,8.769551078621726,1,0
BZWLDSMYMFIKPT-QGPMSJSTSA-N,1,8.769551078621726,1,0
MZBZALUTJALVLT-WKILWMFISA-N,1,,0,0
COYPHMJWMCMIIQ-UHFFFAOYSA-N,1,,0,0
AAYBHLNWKYXETD-NRFANRHFSA-N,1,,0,0
PQXKDMSYBGKCJA-CVTJIBDQSA-N,1,,0,0
MVVKKFHFADVKMW-UHFFFAOYSA-N,1,,0,0
PQXKDMSYBGKCJA-UHFFFAOYSA-N,1,,0,0
FAUOEZQOXBUMAX-QRRGNZNSSA-N,1,,0,0
OLFPBASVCZUWSQ-UHFFFAOYSA-N,1,8.76318353656308,2,0
ACIMQSDLIYUKRE-GRGXKFILSA-N,1,,0,0
PPVWOMBOQZECHS-UHFFFAOYSA-N,1,8.761439372640169,2,0
JWFVGFMQWYTGRI-GOSISDBHSA-N,1,,0,0
BKHJHBMOHZNYEP-UHFFFAOYSA-N,1,8.756961951313706,1,0
UCRMCTXHTPNGTQ-KDURUIRLSA-N,1,,0,0
HJHGQNPJVJPIQZ-UHFFFAOYSA-N,1,,0,0
FLDYDMUQJQRGFN-PZJWPPBQSA-N,1,,0,0
YDAJJJBQJSTNFN-AWEZNQCLSA-N,1,8.750068243365805,1,0
XMYBCDHWKUBJDW-UHFFFAOYSA-N,1,,0,0
POWWHPJOZGHCEW-HZCBDIJESA-N,1,,0,0
BAWYBBXTSLJQTI-GRGXKFILSA-N,1,,0,0
ZPYBYTJAEKTXBQ-UHFFFAOYSA-N,1,8.744727494896694,1,0
VPDXGIUSVBWBOE-UHFFFAOYSA-N,1,8.744727494896694,1,0
MHGTXXJLRSTLOC-UHFFFAOYSA-N,1,8.744727494896694,1,0
QPXZVVCTRSBLHN-UHFFFAOYSA-N,1,,0,0
KYIGOCCCBXRHNJ-MXVIHJGJSA-N,1,,0,0
ZSNLCMKFRUHLTG-YLIUREIVSA-N,1,,0,0
PDADFIJOFSWDJB-AQYVVDRMSA-N,1,,0,0
ISTLEDHRAMPSGK-UHFFFAOYSA-N,1,,0,0
RHRKSVACMIQFDY-UHFFFAOYSA-N,1,8.736830361305078,2,0
VDABMKZNXMFUQE-UHFFFAOYSA-N,1,8.73521206757971,4,0
KNNFNZWUUKLWQS-UHFFFAOYSA-N,1,8.732986946971932,2,0
NUHXXOFRYNFFKK-UHFFFAOYSA-N,1,8.730487055782083,1,0
WNQLAMRYPGPZKN-UHFFFAOYSA-N,1,,0,0
KYCAHEZFDKQEQL-FCHUYYIVSA-N,1,,0,0
ULQCYDXROAATLP-AQYVVDRMSA-N,1,,0,0
LBCLWNAKMLUAKD-GRGXKFILSA-N,1,,0,0
UDJZPTLAQVDZMH-UHFFFAOYSA-N,1,,0,0
GXZWKZAOGQRNTL-UHFFFAOYSA-N,1,8.721848749616356,2,0
VXZHIQQSDIJVSS-HZCBDIJESA-N,1,8.721246399047171,1,0
