inchikey,validated,pAct_pre,n_pre,n_undated
XWNBGDJPEXZSQM-QSEFLHEVSA-N,1,10.18996921359416,1,0
KTVJZUAZYBDWSQ-CDFUTJIBSA-N,1,10.18045606445813,1,0
FYADPUQVZFJTEM-RBUKOAKNSA-N,1,10.154901959985743,2,0
ZOZMJQQTJQLNGG-AIYSXCBHSA-N,1,10.154901959985743,1,0
GTJAXMPCMWVBOY-VFRFXQOFSA-N,1,10.154901959985743,1,0
ZPMLBLGAJAKNQE-OITMNORJSA-N,1,10.154901959985743,1,0
GNFGMQJCVYXXRO-LOSJGSFVSA-N,1,10.154901959985743,1,0
VCENFKCGBAWAEQ-IZZNHLLZSA-N,1,10.14621491195103,2,0
GXXBMYFWBOPUCZ-LEWJYISDSA-N,1,10.136677139879545,1,0
CSUAYJZRABTSRO-BJKOFHAPSA-N,1,10.136677139879545,1,0
RUDMNOHAIPDMCF-OALUTQOASA-N,1,10.1249387366083,1,0
LIXRIEAGLPGVJF-NRWPOFLRSA-N,1,10.1249387366083,1,0
ACFPRWCERXMNGY-SVJKDRGJSA-N,1,10.106979394878723,2,0
ZNDUAKAGHPMVGL-ICSRJNTNSA-N,1,10.100015437450608,1,0
WYQSQYKQFQLDJV-UNMCSNQZSA-N,1,10.100015437450608,1,0
DESOAOJLQXTFGI-UHFFFAOYSA-N,1,10.100015437450608,1,0
LPEAGSAYLJMKRG-RBBKRZOGSA-N,1,10.100015437450608,1,0
NXLUTEDAEFXMQR-BJKOFHAPSA-N,1,10.100015437450608,1,0
FCYKYUUVWQMIMP-AIBWNMTMSA-N,1,10.096910013008056,1,0
DTKNMUUJHUPQKN-SFTDATJTSA-N,1,10.09151498112135,1,0
FPWCNBSUXRQTLF-JTHBVZDNSA-N,1,10.090016305060155,1,0
MIUIONPWXDNWET-RMXHKDRNSA-N,1,10.080890389046187,2,0
ARPMRCPKTHXPNZ-VXKWHMMOSA-N,1,10.075720713938118,1,0
IWZISMFLCRETGY-SFTDATJTSA-N,1,10.065501548756432,1,0
OYKIXMQKLMUJEK-RBUKOAKNSA-N,1,10.045757490560675,4,0
YOBMIXIISZAQGF-QTJFZDIUSA-N,1,10.045757490560675,1,0
ATALOFNDEOCMKK-OITMNORJSA-N,1,10.045757490560675,13,0
JWFRVJYQGQVKBH-ICSRJNTNSA-N,1,10.045757490560675,1,0
NUTYWRAIFXRNNI-UHFFFAOYSA-N,1,10.045757490560675,1,0
YFKDOMJVBVEBIG-YMPJLZLPSA-N,1,10.045757490560675,2,0
FMABFMLLPROUJK-CAYVGHNUSA-N,1,10.045757490560675,1,0
FDLMXQUTNNMCCC-CAYVGHNUSA-N,1,10.045757490560675,1,0
MJOXRJQZLVVZCL-DZGOFYRVSA-N,1,10.045757490560675,1,0
PLMUPHYPECRQJW-WIOPSUGQSA-N,1,10.036212172654444,1,0
JUILYWDUKXVHHE-OMKJIRLASA-N,1,10.032498424273172,2,0
KFUPBBFSUUJFFY-SFTDATJTSA-N,1,10.031517051446064,1,0
NTYJRAGMLUHRNV-DZGOFYRVSA-N,1,10.013228265733755,1,0
SDDBLBQPFQWQTQ-FTJBHMTQSA-N,1,10.008773924307505,1,0
NARUIMYMUWQLQE-CAYVGHNUSA-N,1,10.0,1,0
RKQVTHFZZOFIFL-FCOREWAKSA-N,1,10.0,1,0
NGVPDDZWSVJTDD-YKVDFPICSA-N,1,10.0,1,0
LSRPAIIWDVLKSE-RVCSHAMNSA-N,1,10.0,1,0
VBOXQXAJDAUESQ-UHFFFAOYSA-N,1,10.0,1,0
ZOPRZQRKBZNHLP-IFZYUDKTSA-N,1,10.0,1,0
NPNMRLNCRCLSLB-CAYVGHNUSA-N,1,10.0,1,0
ZXJRUKOAFOUFIR-UHFFFAOYSA-N,1,10.0,1,0
NFQHQAUXILELGX-DQEYMECFSA-N,1,10.0,1,0
ZAEIIBVTSYJROI-UPKQVVFYSA-N,1,10.0,1,0
QBYYSIUBCJMHSP-XWRIVVANSA-N,1,,0,0
QVYOBGVPVVZIAA-FTJBHMTQSA-N,1,9.98940535046503,2,0
SJHZTGDJTIZMSK-KPRDSAADSA-N,1,9.960409376976187,2,0
CUTQSIQNQAYIQS-UHFFFAOYSA-N,1,9.958607314841775,1,0
MIDMGQDYUATQRC-MIJUQJRQSA-N,1,9.958607314841775,1,0
MPAHEXNEQNYRLC-DJOCHQMASA-N,1,9.958607314841775,1,0
GZLOIBNBDUHEFY-FPOVZHCZSA-N,1,9.958607314841775,1,0
PLOFBQMQAHOQHM-UHFFFAOYSA-N,1,9.958607314841775,1,0
JUIIIRFUCKWYSB-OGINWGRTSA-N,1,9.958607314841775,1,0
CUFIFISAHIJUMT-JRVVOHRXSA-N,1,9.958607314841775,1,0
YZIXWJUXWVWKFY-ZUSMLRIVSA-N,1,9.958607314841775,1,0
MEXMPBWDLRCQRU-LEWJYISDSA-N,1,9.958607314841775,1,0
RBRDVMQNTQBANG-IZZNHLLZSA-N,1,9.958607314841775,1,0
KTIXRTOVKASTTK-VQFZVEARSA-N,1,9.952415324284122,2,0
IPMMBNAOLDMKAM-PYIJLGDTSA-N,1,9.931788759096662,2,0
XHZRREUKUVJSDC-AZGAKELHSA-N,1,9.929962133392245,1,0
VBAYZZLNRAMWHO-UHFFFAOYSA-N,1,9.920818753952375,1,0
PEMJICDBBJDNIA-UHFFFAOYSA-N,1,9.920818753952375,1,0
UTYSCDQCCAYENJ-GBLZOACLSA-N,1,9.920818753952375,1,0
DGBAJNCOLJSECV-YKAGIRRDSA-N,1,9.920818753952375,1,0
ADVMQYYUVBVGSB-OGINWGRTSA-N,1,9.920818753952375,2,0
DJRYUPGFAHJFKZ-LDLFBNOTSA-N,1,9.920818753952375,1,0
WAPJPHDEEIUMOL-WBBCYVCWSA-N,1,9.920818753952375,1,0
OXXARYIRJZWVPQ-IZYRQKRSSA-N,1,9.920818753952375,1,0
IQGTUPXJLRMAOA-OHQNULFHSA-N,1,,0,0
ASUKIWYLLAJHAW-ICSRJNTNSA-N,1,9.899974269892137,1,0
DZHYOLLAEHGGIO-UHFFFAOYSA-N,1,9.899974269892137,1,0
TWBCIHKYFTWYCV-WXYSSXJFSA-N,1,9.899974269892137,5,0
LXOXPXPXXNMFSY-UHFFFAOYSA-N,1,9.886056647693163,1,0
KIPCSRVFBMVQSZ-VQTJNVASSA-N,1,9.886056647693163,1,0
GXIFPPFQXPIEKY-UHFFFAOYSA-N,1,9.886056647693163,1,0
GCQVWMNNZJCRKP-HCOMASKESA-N,1,9.886056647693163,1,0
BVHJWOSUNVNWPB-OECQAKIHSA-N,1,9.886056647693163,1,0
SXOAVORWRVYTGL-PMACEKPBSA-N,1,9.886056647693163,1,0
CYKFSGXEZOAASR-RBYRPSCESA-N,1,9.865010161677338,2,0
XWNBGDJPEXZSQM-WANLVOGUSA-N,1,9.860120913598763,1,0
ZIWFCOIGUNPHPM-HKUYNNGSSA-N,1,9.853871964321762,5,0
UFWJRQHJIXUFAQ-UHFFFAOYSA-N,1,9.853871964321762,1,0
XEYYVWMDLVCPNB-UHFFFAOYSA-N,1,9.853871964321762,1,0
VHQVJYKYAGBACO-UDKJZQBVSA-N,1,9.853871964321762,1,0
ZPQUTMAPZMKLCT-ICSRJNTNSA-N,1,9.853871964321762,1,0
HVWRVAHBKREIOR-HKUYNNGSSA-N,1,9.853871964321762,1,0
VTXWSPAVKRKGBQ-DPMMWBKBSA-N,1,9.853871964321762,1,0
UOBQZHSGRBSFHI-NFXZAXJRSA-N,1,9.853871964321762,1,0
IVTXMVOXEXNZPJ-PUCZYUMASA-N,1,9.853871964321762,1,0
KYYSNBZUYLSHJY-QJJJLASOSA-N,1,9.853871964321762,1,0
OXJUZTACUSEKPM-RRPNLBNLSA-N,1,9.853871964321762,1,0
VFQCOOQOMVQYEV-FMNCTDSISA-N,1,9.849857838151442,1,0
RIYFBUBBDKMFDL-UHFFFAOYSA-N,1,9.823908740944319,1,0
YOAWUGWNCOBDAL-PUCZYUMASA-N,1,9.823908740944319,1,0
YEJPDQREQRKUNO-UHFFFAOYSA-N,1,9.821987071403438,2,0
UROCNOMWWGVJRX-HKUYNNGSSA-N,1,9.79997073344623,1,0
UEVAJSKRFJXQKF-FPOVZHCZSA-N,1,9.79997073344623,1,0
XNSRMMMMRYDUFW-GMAHTHKFSA-N,1,9.79997073344623,1,0
QBFWYYRMUQGGNR-UHFFFAOYSA-N,1,9.79997073344623,3,0
QXYXAFHTANBIQX-SXOMAYOGSA-N,1,9.796729909783021,2,0
NJKXHTQTTWERON-UHFFFAOYSA-N,1,9.795880017344075,1,0
LODDXUXHYQZBEM-LMIIYESCSA-N,1,9.795880017344075,1,0
DWOYLZPGCVPOFQ-XGXIMLBESA-N,1,9.795880017344075,1,0
LHLNCLYRSZVJQH-HBUDHLSFSA-N,1,9.795880017344075,1,0
ZNOFAJPWNNWZQC-URZJWIJPSA-N,1,9.795880017344075,1,0
OEIZZOMBDHTIGH-QUCQDJGISA-N,1,9.795880017344075,1,0
SSEBEPRONSIAMK-PMACEKPBSA-N,1,9.795880017344075,1,0
ZRNRBAIQIBQHNF-WSNNEZGNSA-N,1,9.770062314092065,1,0
OMMDNOFGZYPJCA-GCDXOJGYSA-N,1,9.769551078621726,1,0
OYLSPKHKOGUFDA-LMIIYESCSA-N,1,9.769551078621726,1,0
HIHKWWMEJLAOLH-PMACEKPBSA-N,1,9.769551078621726,1,0
QCXRHXGAIJKWLX-UHFFFAOYSA-N,1,9.769551078621726,1,0
VXSIGVYNQDLODQ-SFTDATJTSA-N,1,9.769551078621726,1,0
DEVSGOOMIYSMNC-OUPRXKBMSA-N,1,9.750068243365805,1,0
HCKQHXNWJMHBJT-MUUNZHRXSA-N,1,9.744727494896694,1,0
JMPFLCLLMDQYKW-FPOVZHCZSA-N,1,9.744727494896694,1,0
CBCYNWHALJOBSG-UHFFFAOYSA-N,1,9.744727494896694,1,0
SONMMNBUJANHDU-GAZXMLTASA-N,1,9.744727494896694,1,0
YFWVRWCNZPZNDI-GQWLDOHISA-N,1,9.744727494896694,1,0
LHVRBAGCDPIRRT-RRPNLBNLSA-N,1,9.744727494896694,1,0
LSFLBAZVXFXWKZ-UHFFFAOYSA-N,1,9.736830361305078,2,0
LDJVNPSEBQAQHU-XSLRDRNGSA-N,1,9.736830361305078,2,0
OUPXSLGGCPUZJJ-SARDKLJWSA-N,1,9.557319389984244,4,0
USRYEHHMJIRICK-KRUOJXPASA-N,1,9.721246399047171,1,0
BUZFNMDWWXZBPX-JBDIKNGWSA-N,1,9.721246399047171,1,0
SYRAXCBZMYANMU-UHFFFAOYSA-N,1,9.721246399047171,1,0
PRWFNQWPCVCDDH-DPMMWBKBSA-N,1,9.721246399047171,1,0
UHXQQBRUNHWYBZ-XGXIMLBESA-N,1,9.721246399047171,1,0
SIZJFJCXMDQSRE-SINHWUCRSA-N,1,9.721246399047171,1,0
FWQQPWRIPPMKHB-VTJXTGGHSA-N,1,9.721246399047171,1,0
SREWSRXPXZVLMR-ICSRJNTNSA-N,1,9.700057099977233,1,0
VFQCOOQOMVQYEV-DVKBMCPXSA-N,1,9.700057099977233,1,0
QXLDKHMFTCJJTH-PZJWPPBQSA-N,1,9.700057099977233,1,0
XWNBGDJPEXZSQM-RWCYZESJSA-N,1,9.700057099977233,1,0
DTQNEFOKTXXQKV-IEBWSBKVSA-N,1,9.698970004336019,1,0
GTSFMMMOSMNNCZ-UHFFFAOYSA-N,1,9.698970004336019,1,0
CJUCQSBUIKQBDX-PMACEKPBSA-N,1,9.698970004336019,1,0
IEYQHTJOUJKMRE-CYCSKUDLSA-N,1,9.698970004336019,1,0
JOASHCFTUBZIDB-QVJSAIJNSA-N,1,9.698970004336019,1,0
JOASHCFTUBZIDB-FBJLLXQBSA-N,1,9.698970004336019,1,0
LSOARWGXYKVEEQ-ZNRXUEPQSA-N,1,9.698970004336019,1,0
ODEBBNRINYMIRX-ACIOBRDBSA-N,1,9.698970004336019,1,0
KEBGEOSFYGRLDX-LEWJYISDSA-N,1,9.698970004336019,1,0
SRLYUYRWDOPUDB-PUCZYUMASA-N,1,9.698970004336019,1,0
AGAVJQRYUXAJGE-UHFFFAOYSA-N,1,,0,0
ZASPFNTXFLESNS-PLZPTFKGSA-N,1,,0,0
GIPHSBZIDRUGPC-UJUVCNOISA-N,1,9.698970004336019,1,0
IXCRAIPNQOAOGF-VWLOTQADSA-N,1,9.694669918455059,4,0
XGGTZCKQRWXCHW-WMTVXVAQSA-N,1,9.690007544570035,2,0
PBEASVYBIYWASR-OUPRXKBMSA-N,1,9.680061560019691,1,0
HHYXMPLEGVKQIW-FPOVZHCZSA-N,1,9.678817209577513,2,0
QZCMEGCLHDHJRZ-CXAHNHKCSA-N,1,9.67778070526608,1,0
BMUADKHVDAKFSN-UHFFFAOYSA-N,1,9.67778070526608,2,0
WMSPIQBQSSMIDU-URLMMPGGSA-N,1,9.67778070526608,1,0
VBUOSAKACWCALS-IOOJMYGHSA-N,1,9.673393743112328,2,0
IXAYPVHFYLGKGT-VYUYYQKWSA-N,1,9.667679012221937,2,0
WCUJHRSBAKWJAP-UHFFFAOYSA-N,1,9.657577319177793,1,0
VZUJTLGFVOYDPA-UHFFFAOYSA-N,1,9.657577319177793,1,0
DRCPPVNRRKEJMS-UHFFFAOYSA-N,1,9.657577319177793,1,0
ZWDMWDRBUJRBNX-DPMMWBKBSA-N,1,9.657577319177793,1,0
VPYHQZYAFJVTGS-UMGGQSCQSA-N,1,9.657577319177793,1,0
FWQQPWRIPPMKHB-LRAJWGHMSA-N,1,9.657577319177793,1,0
SBBYBXSFWOLDDG-JLTOFOAXSA-N,1,9.64994590642097,5,0
CVXJAPZTZWLRBP-MUUNZHRXSA-N,1,9.638272163982407,3,0
CVXJAPZTZWLRBP-UHFFFAOYSA-N,1,9.638272163982407,1,0
BWYOFBHDLKEMKX-RDPGKOORSA-N,1,9.638272163982407,1,0
PLGYHEQJCJPPSA-SINHWUCRSA-N,1,9.638272163982407,1,0
QVIGMIXQFMLDIS-CFJRQAHESA-N,1,9.638272163982407,1,0
SPOVULTVWLBFKZ-FCHOFNBWSA-N,1,9.633803120088515,2,0
HVRBWBAGGZQXPZ-XORNHQRDSA-N,1,9.61996975203217,1,0
ABRLODMDKOBAGA-UHFFFAOYSA-N,1,9.619788758288394,1,0
KKKGFVLMGTXNNX-UHFFFAOYSA-N,1,9.619788758288394,1,0
UPEIBXKUEROVRV-XGXIMLBESA-N,1,9.619788758288394,1,0
HPCQUEPOWDHXQR-ZUSMLRIVSA-N,1,9.619788758288394,1,0
XGVZWSIALHIERJ-NGOXTRIGSA-N,1,9.617911933804834,2,0
RZHUUXCHZATEMA-BGUDKVOASA-N,1,9.602059991327963,1,0
NGUROMNMBRTEKF-UHFFFAOYSA-N,1,9.602059991327963,1,0
SCTMGBDXYTYTJH-KAJMWERUSA-N,1,9.602059991327963,1,0
HXYBGSBEAXRDNM-XXOQXHNZSA-N,1,9.602059991327963,1,0
BGHSMICSHLUMLM-AFLPVOFRSA-N,1,9.602059991327963,1,0
IEYQHTJOUJKMRE-XIEYUCHBSA-N,1,9.602059991327963,1,0
UEECDIVOVCFUNU-FPOVZHCZSA-N,1,9.599980364934842,1,0
ZDVCPNJSRCVCHL-UHFFFAOYSA-N,1,9.599980364934842,2,0
ZJWBQCXHIYFPJZ-LNESHUDWSA-N,1,9.590228032229065,2,0
OYLDAIRMYZMDRZ-XIJQPKCWSA-N,1,9.590228032229065,8,0
JOPRCPKSWSXBTD-FRJQFDSNSA-N,1,9.585026652029182,1,0
RHVQKCNMAFZXCK-OUPRXKBMSA-N,1,9.585026652029182,1,0
XCIBJHSJYXLJBA-ZMPRRUGASA-N,1,9.585026652029182,1,0
OUZIRKFLOMRWDA-UHFFFAOYSA-N,1,9.585026652029182,1,0
PRBFCWQZDUFTDN-GXBCDIMNSA-N,1,9.573150894111912,2,0
GDTPPOVBSGSQJY-HEYNYXLNSA-N,1,9.571333751784366,4,0
BEQWHMKGQHGLOD-VOBQZIQPSA-N,1,9.568636235841012,1,0
OJNYEFLQZAKWEW-AREMUKBSSA-N,1,9.568636235841012,1,0
CJEMHYNHZXIHFV-UHFFFAOYSA-N,1,9.568636235841012,1,0
XVOFQVYYIGNDLB-UHFFFAOYSA-N,1,9.568636235841012,1,0
XIRJXRDKXDGDJL-SBEIQJPNSA-N,1,9.568636235841012,1,0
ZKOLAUXNNRRPHW-WSFKTYETSA-N,1,9.568636235841012,1,0
PVNAJCHBKOKIIB-BHXQQXLMSA-N,1,9.562347799885199,2,0
XACOBIOIYOTECX-LADGPHEKSA-N,1,9.560036064079096,1,0
LHPGUSGDWUVDIS-XSLRDRNGSA-N,1,9.556754637413759,4,0
SOAJINBUWMBFRL-UHFFFAOYSA-N,1,9.55284196865778,2,0
PJBUKQBYUYWWMO-KRWDZBQOSA-N,1,9.55284196865778,1,0
HNQIZPRWNRLKAA-IFZYUDKTSA-N,1,9.55284196865778,1,0
FYOURDLECHXYOY-CSEYDVTNSA-N,1,9.55284196865778,1,0
NTPXRAIABDEODW-BNQVVEKUSA-N,1,9.55284196865778,1,0
RCZBGEWMFPGPIF-XORNHQRDSA-N,1,9.55284196865778,1,0
YOBMIXIISZAQGF-CAYVGHNUSA-N,1,9.550637409205253,2,0
SJBVKVDGVANGJA-MFKNPSAJSA-N,1,9.550637409205253,2,0
AYUYKFLBPMUYIU-UHFFFAOYSA-N,1,9.550009249669326,4,0
GSEXKIPDORFXEH-IUFPCKGZSA-N,1,9.537602002101044,1,0
NIBRNFOXTAXDJA-NUCBDOEESA-N,1,9.537602002101044,1,0
OVKFQKXVHAJHEJ-XORNHQRDSA-N,1,9.537602002101044,1,0
DTQNEFOKTXXQKV-NNBQYGFHSA-N,1,9.535290537142853,2,0
IJFWWOVMXWFJDI-VWLOTQADSA-N,1,9.522878745280337,1,0
PWYQZXIMGCRVMM-LSLXJTAPSA-N,1,9.522878745280337,1,0
YAKMMNSOJKYUEW-UHFFFAOYSA-N,1,9.522878745280337,1,0
OAHRZWRIQLQPSK-UNMCSNQZSA-N,1,9.522878745280337,1,0
GLCIVEUJSREFOQ-DPVFXHEMSA-N,1,9.522878745280337,1,0
UZIMPODCTDOSBR-ZYKAFZOCSA-N,1,9.522878745280337,1,0
LRECQAAWBMLZRF-CONSDPRKSA-N,1,9.522878745280337,1,0
JHDXXNTYBOADFV-FQQGMQMYSA-N,1,9.522878745280337,1,0
QHCKTDLGDHQAID-ILPVEIHGSA-N,1,9.522878745280337,1,0
PTYBAWAKWJULSH-CSEYDVTNSA-N,1,9.522878745280337,1,0
WUTRELIDULYHSO-FPOVZHCZSA-N,1,9.522878745280337,3,0
NBMRLKJWYTZCGO-QQTNTEGQSA-N,1,9.522878745280337,1,0
XTOLJIORQZGPMC-JSVDNDDVSA-N,1,9.522878745280337,1,0
XTOLJIORQZGPMC-YFYZNPQRSA-N,1,9.522878745280337,1,0
HDCFCWFTSFQKMC-YIILKADPSA-N,1,9.522878745280337,1,0
CMHQSZGZHCBTQY-VYUYYQKWSA-N,1,9.522878745280337,2,0
QMCSRVRYDUVHNB-FOIQADDNSA-N,1,9.522878745280337,1,0
LVURVEVFRJTVBU-OALUTQOASA-N,1,9.508638306165727,1,0
TURPYQHVJSEIHN-BAZFYLPPSA-N,1,9.503906667678788,2,0
KBIKENJDJYPBNS-UHFFFAOYSA-N,1,9.500038134403809,1,0
LLUKLOGVWWPZKG-UHFFFAOYSA-N,1,9.494850021680094,1,0
STFZMBZNJAIPHK-UHFFFAOYSA-N,1,9.494850021680094,1,0
AAMSRIRJJDBNAA-ISIYWYIMSA-N,1,9.494426319612101,6,0
VPSGABLRZGFPPI-CFJRQAHESA-N,1,9.489991487059765,1,0
BETCCFITWJNKCT-UHFFFAOYSA-N,1,9.481486060122112,1,0
OJHVYMWHUUMXOF-UHFFFAOYSA-N,1,9.481486060122112,1,0
JZEQFVDLSUHIOP-WUTOFTNFSA-N,1,9.481486060122112,1,0
VVDKIQHOQWYCMD-INEOQGJTSA-N,1,9.481486060122112,1,0
DYBBAWOUQNTPAE-CFTLBWQVSA-N,1,9.481486060122112,1,0
ANSDKCGTAPTVGF-OUPRXKBMSA-N,1,9.481486060122112,1,0
CMHQSZGZHCBTQY-RSKZVPLKSA-N,1,9.479303657420887,2,0
LDVRAJSZIPKJHL-UHFFFAOYSA-N,1,9.468521082957745,1,0
GENLRMUFBFSRLA-ALHJQXIUSA-N,1,9.468521082957745,1,0
GIAQQXUCTFYCHO-UHFFFAOYSA-N,1,9.468521082957745,13,0
FAQUNGSUXKEHRR-UHFFFAOYSA-N,1,9.468521082957745,1,0
HCKQHXNWJMHBJT-UHFFFAOYSA-N,1,9.468521082957745,1,0
LDVRAJSZIPKJHL-VTMPSYGGSA-N,1,9.468521082957745,1,0
TTYKBSXKWCQPFQ-OCGBXCADSA-N,1,9.468521082957745,1,0
NRUUBRQFPMIHOI-PYSHFNSBSA-N,1,9.468521082957745,1,0
ODEBBNRINYMIRX-PMVMPFDFSA-N,1,9.468521082957745,1,0
IKROAVAVBXVDKX-XVTZWQNCSA-N,1,9.468521082957745,1,0
HUWOCTYCYVHXPK-UHFFFAOYSA-N,1,9.468521082957745,1,0
HNLXDBKQNYDVCI-WFKCRPRESA-N,1,,0,0
CYKFSGXEZOAASR-KMWMRXANSA-N,1,9.456020605269632,2,0
YFGXBMYNVZFVNN-UHFFFAOYSA-N,1,9.455931955649724,1,0
UENVXBNURKGZEE-KHWNGSORSA-N,1,9.455931955649724,1,0
BDUFSRWYMLBPMN-UHFFFAOYSA-N,1,9.455931955649724,1,0
ZACQZIWOFJIWSX-UHFFFAOYSA-N,1,9.455931955649724,1,0
SAOIHBIAGRVDAR-UJUVCNOISA-N,1,9.455931955649724,1,0
RXHOOMSRVGJWKW-MRWAXMPCSA-N,1,9.449993085448419,2,0
GCUALAPXLAAJSL-UAWOKRSRSA-N,1,9.449814727441218,4,0
QPXHKYIKGXEZLU-GDOIFUFOSA-N,1,9.447415286000334,4,0
ZQRROFVJVGJKSH-FPOVZHCZSA-N,1,9.439973751087107,1,0
IXAYPVHFYLGKGT-RSKZVPLKSA-N,1,9.43323054581489,2,0
UZAUACUHKJBFBZ-VWLOTQADSA-N,1,9.431798275933005,1,0
XEGOLLHFEQVDHJ-SAHWJRBASA-N,1,9.431798275933005,1,0
BBCKQZTZCGMHOM-NUYCEAJWSA-N,1,9.42021640338319,1,0
