inchikey,validated,pAct_pre,n_pre,n_undated
CRHNKCHJUAWGHN-JXMROGBWSA-N,1,8.522878745280337,1,0
ROYPFGQMSMXLRB-UHFFFAOYSA-N,1,8.522878745280337,1,0
XFAIPWMPBKSRHX-UHFFFAOYSA-N,1,8.522878745280337,1,0
UQZDNPLDDMGGJO-UHFFFAOYSA-N,1,,0,0
KLESCIILKXWVSI-UHFFFAOYSA-N,1,,0,0
NNORYSPOAZXKSD-UHFFFAOYSA-N,1,,0,0
HISJLSXOXJASNK-UHFFFAOYSA-N,1,8.508638306165727,1,0
VGNKDMGXJAFLHP-UHFFFAOYSA-N,1,8.494850021680094,1,0
DZTRHLLXMPGXQW-UHFFFAOYSA-N,1,,0,0
NGLFQHOZSPQMIO-UHFFFAOYSA-N,1,8.443028323846582,2,0
LPRGOUWFYMYHEJ-UHFFFAOYSA-N,1,8.443028323846582,2,0
VGUYFKPHZLTTGZ-UHFFFAOYSA-N,1,8.426935982160881,2,0
SHMOHYRZAVMWFR-UHFFFAOYSA-N,1,,0,0
RLSFSSXSLQYHKJ-UHFFFAOYSA-N,1,,0,0
WLFKWVOZFNSZLL-UHFFFAOYSA-N,1,,0,0
DAVFKHKXIXGDTA-UHFFFAOYSA-N,1,8.397940008672037,1,0
ICWVDOKYVQZMSY-UHFFFAOYSA-N,1,,0,0
AXEZILFCYZVDTH-UHFFFAOYSA-N,1,,0,0
UUIMYJNHPXLQCJ-UHFFFAOYSA-N,1,,0,0
ULRJAXRYLNKWEK-UHFFFAOYSA-N,1,,0,0
TWVXMOMAJLXIOI-UHFFFAOYSA-N,1,,0,0
ZCCPLJOKGAACRT-UHFFFAOYSA-N,1,,0,0
TVGUBMHUHTULAD-UHFFFAOYSA-N,1,,0,0
SZPIDKVNLJYYCY-UHFFFAOYSA-N,1,,0,0
YNWGCQBJZMOQPI-UHFFFAOYSA-N,1,,0,0
IUUAFBWSTYBDOA-UHFFFAOYSA-N,1,,0,0
MYUDFJRYDRZPQP-UHFFFAOYSA-N,1,,0,0
RLLOXIRPCGZAHM-UHFFFAOYSA-N,1,,0,0
RXCQKLVIKIJAJK-UHFFFAOYSA-N,1,8.280807946482643,2,0
PVBMOKHQFZYWAU-UHFFFAOYSA-N,1,,0,0
GTCBBBBOAIYQKN-UHFFFAOYSA-N,1,,0,0
CIMFCJFCERXAOY-UHFFFAOYSA-N,1,,0,0
ABVYZOVFOYTGAU-UHFFFAOYSA-N,1,8.2518119729938,1,0
IXAHGCSQQMXJED-UHFFFAOYSA-N,1,8.234260541478871,2,0
SMKHSRSPGAGESW-UHFFFAOYSA-N,1,8.221848749616356,2,0
HOLNDMDFKLWNIW-UHFFFAOYSA-N,1,8.221848749616356,2,0
MEXVTOYJNHFFDY-UHFFFAOYSA-N,1,8.221848749616356,1,0
DPGSBSKZDLWRDN-UHFFFAOYSA-N,1,8.221848749616356,1,0
GGSJJARIPTYWGC-UHFFFAOYSA-N,1,,0,0
AXMOLBLFTAUXGI-UHFFFAOYSA-N,1,,0,0
HRAQDVZJYIAWOV-UHFFFAOYSA-N,1,8.214670164989233,1,0
GBPADPRXTZXBBD-UHFFFAOYSA-N,1,,0,0
ULOUZKXADJAFCJ-UHFFFAOYSA-N,1,,0,0
DHPPBCAZAYICNH-UHFFFAOYSA-N,1,,0,0
HOQQCLUGZIOACX-UHFFFAOYSA-N,1,8.18837535480105,2,0
ZSJICZMNRMEJDA-UHFFFAOYSA-N,1,8.18837535480105,2,0
HUYPGJIKHOQUMM-UHFFFAOYSA-N,1,8.187086643357144,1,0
BMEXGPOTTUHAQD-UHFFFAOYSA-N,1,,0,0
JFEHBZBLMMENQT-UHFFFAOYSA-N,1,,0,0
BAJHOLKNLOUWAK-UHFFFAOYSA-N,1,,0,0
XLNLAGRVXCJPBA-UHFFFAOYSA-N,1,8.154901959985743,1,0
OTHUDHNKWWSIOS-UHFFFAOYSA-N,1,,0,0
HKYOVUOYHSMXQS-UHFFFAOYSA-N,1,8.096910013008056,1,0
VTABGZWRDJJDPV-UHFFFAOYSA-N,1,,0,0
XHXQQNMOHJNIJD-UHFFFAOYSA-N,1,8.096910013008056,1,0
JCRSYWXQXKKIAW-UHFFFAOYSA-N,1,8.096910013008056,1,0
LPAJOYDKNFPBIJ-UHFFFAOYSA-N,1,,0,0
NOUJJJOVSSPUGB-UHFFFAOYSA-N,1,,0,0
DCYUBWJTTVATCA-UHFFFAOYSA-N,1,,0,0
CBHSSHJIZBKJMQ-UHFFFAOYSA-N,1,,0,0
DELDTQNVQWISSR-UHFFFAOYSA-N,1,,0,0
GTXTVLCIXHWSIV-UHFFFAOYSA-N,1,8.090228032229065,2,0
FPQQMWRUQKWZCF-UHFFFAOYSA-N,1,8.065501548756432,2,0
KMIORFFZVMVTNL-UHFFFAOYSA-N,1,,0,0
YSRCIJVCLXAWIY-UHFFFAOYSA-N,1,,0,0
GETHIQUDYMXOSR-UHFFFAOYSA-N,1,,0,0
RQDMDMIVEPJOKQ-UHFFFAOYSA-N,1,8.045757490560675,1,0
SUIRPQHNXDKVBP-UHFFFAOYSA-N,1,8.045757490560675,1,0
IPTWJKSNCXVPQK-UHFFFAOYSA-N,1,8.045757490560675,1,0
UKGARQJWXPNPOQ-UHFFFAOYSA-N,1,,0,0
IQRZOMPLJJMCHC-UHFFFAOYSA-N,1,,0,0
MHUAIUOPEPBTBA-UHFFFAOYSA-N,1,,0,0
YDDAGXPEVKOIBY-UHFFFAOYSA-N,1,,0,0
WMHWSQSRVLCBCN-LJQANCHMSA-N,1,,0,0
HSUPQAOIIAJFBL-UHFFFAOYSA-N,1,,0,0
HCRJDLMZNQTQKC-UHFFFAOYSA-N,1,,0,0
FMHWXCNTRYPHIZ-UHFFFAOYSA-N,1,8.017728766960431,1,0
WZRZJIJWXNTMHY-UHFFFAOYSA-N,1,,0,0
WBULXKBWHYGHMK-UHFFFAOYSA-N,1,8.004386962153752,2,0
BLTLXYPXNRPQJN-UHFFFAOYSA-N,1,8.0,1,0
ODASQDXOQDGVNN-UHFFFAOYSA-N,1,8.0,1,0
WPUFSUFYEYOKFL-UHFFFAOYSA-N,1,8.0,1,0
ALNBEEWFQUYNMP-UHFFFAOYSA-N,1,8.0,1,0
OVFKEMNMAWPWAV-UHFFFAOYSA-N,1,8.0,1,0
PAHCKSHDDCJAPV-UHFFFAOYSA-N,1,,0,0
UCLVWBWUFFDDFF-UHFFFAOYSA-N,1,,0,0
LRIPHCYVFCUMPP-UHFFFAOYSA-N,1,,0,0
JNZILDSEJPWAQB-UHFFFAOYSA-N,1,,0,0
FTECHNJBVQKRNG-UHFFFAOYSA-N,1,7.981486060122112,2,0
XRTAVSIPSGJVGV-UHFFFAOYSA-N,1,7.979303657420887,2,0
UPZYJNDFFUPCMP-UHFFFAOYSA-N,1,,0,0
NLANQYVAMLVASG-UHFFFAOYSA-N,1,7.958607314841775,1,0
ILTYXJRTRCXGMV-UHFFFAOYSA-N,1,7.958607314841775,1,0
QRFRAKBWRNDXNA-UHFFFAOYSA-N,1,7.958607314841775,1,0
UBGWLXSKDOAQDZ-UHFFFAOYSA-N,1,,0,0
XFXBWEMTHDVUIY-UHFFFAOYSA-N,1,,0,0
MQQWXOHKWONINM-UHFFFAOYSA-N,1,,0,0
GQRXCEDYPSPQRL-UHFFFAOYSA-N,1,,0,0
WNXJRFBAPGDJPB-UHFFFAOYSA-N,1,8.221848749616356,1,0
KOIZRQXNKHUNGR-UHFFFAOYSA-N,1,7.920818753952375,1,0
QMZSSLLJQUFMHM-UHFFFAOYSA-N,1,7.920818753952375,1,0
HFVOEUOCDIYZFY-UHFFFAOYSA-N,1,7.920818753952375,1,0
AKBVREXEVPVWDD-UHFFFAOYSA-N,1,7.920818753952375,1,0
KMHPBJQCKOVVBL-UHFFFAOYSA-N,1,7.920818753952375,1,0
UYFNGEZEGDJGRS-UHFFFAOYSA-N,1,,0,0
QOETUANYKPWXAI-UHFFFAOYSA-N,1,,0,0
WRJOQYNCPVXGGP-UHFFFAOYSA-N,1,,0,0
MILCIPVHZGRZKJ-UHFFFAOYSA-N,1,,0,0
YUOGITYDNCIOEO-UHFFFAOYSA-N,1,7.916341332625912,2,0
TVSDBYTZFAQONZ-UHFFFAOYSA-N,1,7.895242492728684,2,0
XJFLMHKMZJEILW-UHFFFAOYSA-N,1,7.886056647693163,1,0
VJMXZZFAFYCUBI-UHFFFAOYSA-N,1,7.886056647693163,1,0
ZVDNSERVQXIYPJ-UHFFFAOYSA-N,1,7.886056647693163,1,0
FNIPHGHBWQSBBH-UHFFFAOYSA-N,1,,0,0
ALWPCDCARJTZHG-UHFFFAOYSA-N,1,,0,0
MVKDAFKALXUDKT-UHFFFAOYSA-N,1,,0,0
OJOZNLJWPOYUSO-UHFFFAOYSA-N,1,7.853871964321762,1,0
RHBTVSAJSUTJRD-UHFFFAOYSA-N,1,7.853871964321762,1,0
AKQPVKCVWMDGEW-UHFFFAOYSA-N,1,,0,0
ZIZNVIXVYYAVOC-UHFFFAOYSA-N,1,,0,0
KMKZRFJJTSKQSJ-UHFFFAOYSA-N,1,,0,0
CTCYFGZXOIZJMH-UHFFFAOYSA-N,1,,0,0
BTTIPGMFWRCWMD-UHFFFAOYSA-N,1,7.823908740944319,1,0
BWXAKTZKPBHCRM-UHFFFAOYSA-N,1,7.823908740944319,1,0
QTBRDMNOZGAPAG-UHFFFAOYSA-N,1,7.823908740944319,3,0
OMHVWLAJIHJHQO-UHFFFAOYSA-N,1,7.823908740944319,1,0
OAZDCTMDSUWDDQ-UHFFFAOYSA-N,1,,0,0
VXKIGLXUWBMSSF-UHFFFAOYSA-N,1,,0,0
OUDCQILLLADEQS-UHFFFAOYSA-N,1,,0,0
BFQNFJQWWXUWGB-UHFFFAOYSA-N,1,,0,0
BUEJIUWXQCAQJO-UHFFFAOYSA-N,1,7.813543998514946,2,0
BCMSTTNXNSZKPL-UHFFFAOYSA-N,1,,0,0
GPIUKGPEECRBNX-UHFFFAOYSA-N,1,7.638272163982407,1,0
ZQDSQIDDAXWHQJ-UHFFFAOYSA-N,1,7.795880017344075,1,0
MAFNFIKYPHIRFH-UHFFFAOYSA-N,1,7.795880017344075,1,0
QWZODTPVVFULBR-UHFFFAOYSA-N,1,7.795880017344075,1,0
ZRYYXKBNSUWNBG-UHFFFAOYSA-N,1,7.795880017344075,1,0
HFQAKFBCTZKMKE-UHFFFAOYSA-N,1,7.795880017344075,1,0
XJBJQQCHYUCQGQ-UHFFFAOYSA-N,1,,0,0
JVQBWEUUWDOXLT-UHFFFAOYSA-N,1,,0,0
WIJFXDQOPDGGOQ-UHFFFAOYSA-N,1,7.769551078621726,1,0
FMUOWTCJDBKUJN-UHFFFAOYSA-N,1,,0,0
BBZBQWFAPYWGBB-UHFFFAOYSA-N,1,,0,0
MPKPTRVJTRZSTE-UHFFFAOYSA-N,1,7.75713928675921,2,0
XTZUCMWDWNWYFV-UHFFFAOYSA-N,1,8.397940008672037,1,0
XRUGFRWMDURAFZ-UHFFFAOYSA-N,1,7.7447274948966935,1,0
RMQSXRNHCOORCY-UHFFFAOYSA-N,1,,0,0
ATESJOJGSWWETO-UHFFFAOYSA-N,1,7.736572006437063,2,0
RHSIRKLMZPOXPT-UHFFFAOYSA-N,1,7.6777807052660805,1,0
XAPVMFDRNUGWRP-UHFFFAOYSA-N,1,7.522878745280337,1,0
FCKLYWUQEVLIRI-UHFFFAOYSA-N,1,7.721246399047171,1,0
LPHSYLVECBOQQS-UHFFFAOYSA-N,1,7.71356419889976,2,0
FQIFULLUVUVEGR-UHFFFAOYSA-N,1,7.698970004336019,1,0
CIOGEGQPHGZHPB-UHFFFAOYSA-N,1,,0,0
HEVPXHKRZONDAX-UHFFFAOYSA-N,1,,0,0
BJESSHFYGZODNG-UHFFFAOYSA-N,1,,0,0
IYPOBXAUBPUBLO-UHFFFAOYSA-N,1,,0,0
RYXPPTOWXABFNA-UHFFFAOYSA-N,1,7.6777807052660805,1,0
NVUJDKDVOZVALT-UHFFFAOYSA-N,1,7.6777807052660805,1,0
XVMOOSRGRVWSLY-UHFFFAOYSA-N,1,7.376750709602099,1,0
CIBPNAWYMVRORE-UHFFFAOYSA-N,1,,0,0
FWGJWARIAZXNSS-UHFFFAOYSA-N,1,,0,0
MFRXAAVYDAGVMJ-UHFFFAOYSA-N,1,,0,0
XTDCUOWXCFGLBV-UHFFFAOYSA-N,1,,0,0
WIOWXPVRMRYZEL-UHFFFAOYSA-N,1,,0,0
DFAAZTGEFUDAJO-UHFFFAOYSA-N,1,7.292429823902063,1,0
JTRJQCPMULXBIC-UHFFFAOYSA-N,1,,0,0
XLVWQBLLHTWXIH-UHFFFAOYSA-N,1,,0,0
PHDZAZAGNFFBLT-UHFFFAOYSA-N,1,,0,0
RNLAXHUEWLFUBY-UHFFFAOYSA-N,1,,0,0
IJDYQKWQIBEHBO-UHFFFAOYSA-N,1,7.638272163982407,1,0
CGFOWCYAAJSOPE-UHFFFAOYSA-N,1,7.6259059864969,2,0
YJKHGJGDWHXZBG-UHFFFAOYSA-N,1,7.6020599913279625,1,0
VXTIWKKEIPKNMR-UHFFFAOYSA-N,1,7.619788758288394,1,0
DPUBIAZLOIDPEP-UHFFFAOYSA-N,1,7.619788758288394,1,0
RXBOSKCKGPDBKY-UHFFFAOYSA-N,1,7.619788758288394,1,0
BMWFXJOQYUAESO-UHFFFAOYSA-N,1,7.619788758288394,1,0
NWNLGPIKBJCOEL-UHFFFAOYSA-N,1,,0,0
COTQFOUJZXUUCG-NRFANRHFSA-N,1,7.6020599913279625,3,0
RDQWKQAOJWXZAZ-UHFFFAOYSA-N,1,,0,0
DIPVPFWFBPWNMR-UHFFFAOYSA-N,1,7.585026652029182,1,0
XCNTYRFFEJBEEZ-UHFFFAOYSA-N,1,,0,0
OBNJEGKQRUDUQM-UHFFFAOYSA-N,1,7.568636235841012,1,0
ZWPFNFMXJLRPQU-UHFFFAOYSA-N,1,,0,0
OJLASFAHNJPVLA-UHFFFAOYSA-N,1,7.552841968657781,3,0
NCJMWOVOUKBBEF-UHFFFAOYSA-N,1,7.552841968657781,1,0
LEAVZPPMJMEDAV-UHFFFAOYSA-N,1,7.552841968657781,1,0
VCVPLZYCGTZQPH-UHFFFAOYSA-N,1,7.537602002101044,1,0
NEGZXHWGOCEDFT-UHFFFAOYSA-N,1,,0,0
MEHWMDCKJBRCPC-UHFFFAOYSA-N,1,7.522878745280337,1,0
YCGOMZIVHHMKBQ-UHFFFAOYSA-N,1,7.522878745280337,1,0
KHIDEYHOVWAHBR-UHFFFAOYSA-N,1,7.522878745280337,1,0
ZWXIGUDEOUIULA-UHFFFAOYSA-N,1,7.522878745280337,1,0
QFPMRLIQHPZGIW-UHFFFAOYSA-N,1,,0,0
QQVCHWVVWPXQAB-UHFFFAOYSA-N,1,,0,0
UQJNIPXIEPKZOU-UHFFFAOYSA-N,1,,0,0
MHSUYDAYWNADJP-UHFFFAOYSA-N,1,,0,0
BPZFOVKEALLNAO-UHFFFAOYSA-N,1,,0,0
GQVLIBJWHNDFPR-UHFFFAOYSA-N,1,,0,0
LRLDORUZRMPXFL-UHFFFAOYSA-N,1,7.494850021680094,1,0
HQNCOEJAAYGEKK-UHFFFAOYSA-N,1,7.494850021680094,1,0
WUYMXUBFJNKBRW-UHFFFAOYSA-N,1,,0,0
GTAOGLKFEWOPTJ-UHFFFAOYSA-N,1,7.4935813876474135,2,0
MUKSRTNWEITUID-UHFFFAOYSA-N,1,7.487347067367615,2,0
NSBSEDBIIAWIEU-UHFFFAOYSA-N,1,,0,0
DBALZNPBWHMHOG-UHFFFAOYSA-N,1,7.481486060122112,1,0
DXJDBXBFXWUNBP-UHFFFAOYSA-N,1,7.479303657420887,2,0
VQHFOIQFTUFCRK-UHFFFAOYSA-N,1,7.468521082957745,1,0
FZWTUTSNVNMLPN-UHFFFAOYSA-N,1,7.468521082957745,1,0
SHLKRAJIHVATIE-UHFFFAOYSA-N,1,,0,0
KTJVFGFFGBYFSS-UHFFFAOYSA-N,1,,0,0
BHOBUXPHKZSABC-UHFFFAOYSA-N,1,,0,0
DXKNEJDCEJAZNA-UHFFFAOYSA-N,1,7.455931955649724,1,0
YVLCRJQXUAOMDM-UHFFFAOYSA-N,1,,0,0
PTMMQFPPPKXWPY-UHFFFAOYSA-N,1,,0,0
IXCKPZGMHUZWAH-UHFFFAOYSA-N,1,7.443697499232712,1,0
KNULJCSPCKMYTN-UHFFFAOYSA-N,1,7.823908740944319,1,0
QDBRGNOICKEIFC-UHFFFAOYSA-N,1,,0,0
GNPRRBLFZQIRCI-UHFFFAOYSA-N,1,7.439713034397075,2,0
NGGBGFKKADSXPM-UHFFFAOYSA-N,1,7.431798275933005,1,0
CEEQUJHKPMIHJH-UHFFFAOYSA-N,1,7.42021640338319,1,0
JWEGRDDRLYSKDL-UHFFFAOYSA-N,1,,0,0
YGUFIZYVQUFHKN-UHFFFAOYSA-N,1,7.4089353929735005,1,0
SIBAWLCRNLFUQK-UHFFFAOYSA-N,1,7.4089353929735005,1,0
OYUCOYCEJWDVQK-UHFFFAOYSA-N,1,7.4089353929735005,1,0
OCXBYYNZEUUCEO-UHFFFAOYSA-N,1,7.4089353929735005,1,0
BUNQINGTAZCYJO-UHFFFAOYSA-N,1,,0,0
DDSXQYZPRHWCRJ-UHFFFAOYSA-N,1,7.3979400086720375,1,0
PZKBKFUOXSPSOT-UHFFFAOYSA-N,1,7.3979400086720375,1,0
ZTYCZYQYLKKKQQ-UHFFFAOYSA-N,1,7.3979400086720375,1,0
GODHGFJPVLWMCD-UHFFFAOYSA-N,1,7.3872161432802645,1,0
ZTAJDWVTNCBVNS-UHFFFAOYSA-N,1,,0,0
SBXHEGPAXOPTOH-UHFFFAOYSA-N,1,7.34391132178011,2,0
IQGJUDFNHPTCGC-UHFFFAOYSA-N,1,,0,0
DHCNUSNZEUSTQC-UHFFFAOYSA-N,1,,0,0
WIJZEWRZMDDVJL-UHFFFAOYSA-N,1,7.327902142064282,1,0
KJTLQXZRANMVLM-UHFFFAOYSA-N,1,7.327902142064282,1,0
OWXPVKGFHSCKKN-UHFFFAOYSA-N,1,7.327902142064282,1,0
XWZRSIFXJKXRGO-UHFFFAOYSA-N,1,7.318758762624412,1,0
RQIVVIRLGLYLGN-UHFFFAOYSA-N,1,7.318758762624412,1,0
YJHJQXHMJDTXDU-UHFFFAOYSA-N,1,,0,0
SYRGPVPKQWDULB-UHFFFAOYSA-N,1,7.309803919971486,1,0
BCUKQYKXRHIXRD-UHFFFAOYSA-N,1,,0,0
BSKAWUIOJVBKRM-UHFFFAOYSA-N,1,7.303651523370167,2,0
OPPYXCWIDMCXMM-UHFFFAOYSA-N,1,7.301029995663981,3,0
GSPSPIYEHKAXTG-UHFFFAOYSA-N,1,7.301029995663981,1,0
NODFUSBIEUAVQP-UHFFFAOYSA-N,1,,0,0
LXXGACVLXZHDDN-UHFFFAOYSA-N,1,7.292429823902063,1,0
PUKHTXUSOFRCLY-UHFFFAOYSA-N,1,7.292429823902063,1,0
AADDTKRBTBKAOH-UHFFFAOYSA-N,1,7.292429823902063,1,0
DUSOQMDRYWOWPW-UHFFFAOYSA-N,1,7.286825713106246,2,0
GVCWPHPGQSAJDN-UHFFFAOYSA-N,1,,0,0
NXLAQFZWXQNOCF-UHFFFAOYSA-N,1,7.275724130399211,1,0
HXSWXRXBLJSSDO-UHFFFAOYSA-N,1,7.275724130399211,1,0
VDHRRGJZIXAUGT-UHFFFAOYSA-N,1,,0,0
AKNZNOUVMDGJGW-UHFFFAOYSA-N,1,7.259637310505756,1,0
FYZZFGYHRGTQFW-UHFFFAOYSA-N,1,7.259637310505756,1,0
QMQSPGPSUGTADW-UHFFFAOYSA-N,1,7.259637310505756,1,0
JXZCSTOZZDRLND-UHFFFAOYSA-N,1,,0,0
SZFLUDGFRFUFIF-UHFFFAOYSA-N,1,7.236572006437063,1,0
QGYVBIBXWFZNHR-UHFFFAOYSA-N,1,,0,0
VRLCSDDKAOHKFC-UHFFFAOYSA-N,1,,0,0
VHAKYDKKFHVGOY-UHFFFAOYSA-N,1,7.229147988357855,1,0
NUUGCYKZMHJWGB-UHFFFAOYSA-N,1,,0,0
RJTHOZRLXMDNHA-UHFFFAOYSA-N,1,7.221848749616356,1,0
QBKAATYCRQYMOC-UHFFFAOYSA-N,1,7.221848749616356,1,0
QYSJJGXAYRFXTJ-UHFFFAOYSA-N,1,,0,0
JROGONHUURMXMQ-UHFFFAOYSA-N,1,7.214670164989233,1,0
QNEITNWZOMGSRC-UHFFFAOYSA-N,1,7.214670164989233,1,0
KJMXCRFBUNSWBZ-UHFFFAOYSA-N,1,7.207608310501746,1,0
CTVCKLXTDJUUGD-UHFFFAOYSA-N,1,,0,0
DQJQOFFCCSGWRM-UHFFFAOYSA-N,1,7.200659450546418,1,0
DMXFJXOYVJXHHZ-UHFFFAOYSA-N,1,7.187086643357144,1,0
PKYCAZGMGWMHIV-UHFFFAOYSA-N,1,,0,0
YNJJNKJRNAZYAT-UHFFFAOYSA-N,1,,0,0
SRNNTPKXTMAMJQ-UHFFFAOYSA-N,1,,0,0
RRTSDHWLZVYCFW-INIZCTEOSA-N,1,,0,0
AHPITNKHMUCYLX-UHFFFAOYSA-N,1,7.180456064458131,1,0
BQZCMVMHOYRQFV-UHFFFAOYSA-N,1,,0,0
VRKBECQLEIUSJU-UHFFFAOYSA-N,1,,0,0
HGUILYYDVRAKMY-UHFFFAOYSA-N,1,,0,0
XSEGUYXQKSLRAT-UHFFFAOYSA-N,1,,0,0
KOAUQKJNSJNVIB-UHFFFAOYSA-N,1,7.167491087293763,1,0
PRZKVPSEKMHFIS-UHFFFAOYSA-N,1,7.167491087293763,1,0
CFQCWHCUFFJKDW-UHFFFAOYSA-N,1,7.167491087293763,1,0
FYZPOAFODMHPSO-UHFFFAOYSA-N,1,,0,0
RKZYYYGQGKDPRC-UHFFFAOYSA-N,1,,0,0
HSHWZKWKCGIOIO-UHFFFAOYSA-N,1,7.267606240177031,1,0
SLQTUMVIMBTKIA-UHFFFAOYSA-N,1,7.154901959985743,1,0
ZTKDFCKKQLEJNQ-UHFFFAOYSA-N,1,,0,0
YBZRLSPGCLVDLO-UHFFFAOYSA-N,1,,0,0
BZRRWJSGIPAOJN-UHFFFAOYSA-N,1,,0,0
YIKYZCBJLHVTIF-UHFFFAOYSA-N,1,,0,0
YTLFZEMWXNXCHP-UHFFFAOYSA-N,1,7.142667503568731,1,0
UJEAABFSXKCSGI-UHFFFAOYSA-N,1,7.136636395486714,4,0
BITOVZIDEAIQGL-UHFFFAOYSA-N,1,7.130768280269024,1,0
RRTSDHWLZVYCFW-MRXNPFEDSA-N,1,,0,0
BCQSGWNKFDAIOL-UHFFFAOYSA-N,1,7.119186407719209,1,0
VONRSHIJPODIKL-UHFFFAOYSA-N,1,,0,0
WYCXEKKLBAECDV-UHFFFAOYSA-N,1,7.102372908709558,1,0
FLXHAQHFIIRCBF-UHFFFAOYSA-N,1,,0,0
PVTIQVJHZDSETN-UHFFFAOYSA-N,1,7.0915149811213505,1,0
COTQFOUJZXUUCG-OAQYLSRUSA-N,1,7.0915149811213505,3,0
NDZZWAAUFMRWHJ-VIFPVBQESA-N,1,7.075720713938118,1,0
JXLLJAMIOWAHKZ-UHFFFAOYSA-N,1,,0,0
BHOBUXPHKZSABC-HXUWFJFHSA-N,1,,0,0
SLZJTFADTLJBQP-UHFFFAOYSA-N,1,,0,0
RLIOGLONFBOCIA-UHFFFAOYSA-N,1,7.055517327849831,1,0
XADACMQAYCPPAU-UHFFFAOYSA-N,1,7.045757490560675,1,0
TXRXZXXDVZMXQI-UHFFFAOYSA-N,1,,0,0
HNEOHYVDWRBYCX-UHFFFAOYSA-N,1,7.036212172654444,1,0
OTVKHNHBCUYOHI-UHFFFAOYSA-N,1,,0,0
LROMIOQSACMRDM-UHFFFAOYSA-N,1,7.026872146400302,1,0
AEUQDGBKRPRYKM-UHFFFAOYSA-N,1,7.022276394711152,1,0
DZBMZRDZHLMPON-UHFFFAOYSA-N,1,,0,0
JAHPSHXIFCRWAV-UHFFFAOYSA-N,1,,0,0
CUZUNVLTQYLNFQ-UHFFFAOYSA-N,1,7.017728766960431,1,0
OGJNEVVUAVJJLL-UHFFFAOYSA-N,1,7.017728766960431,1,0
XVAYTWRBNSFEAT-UHFFFAOYSA-N,1,7.013228265733755,1,0
RSPGODWWHKNLIZ-UHFFFAOYSA-N,1,7.012514002850965,2,0
GMSIJCYNWRTVKP-UHFFFAOYSA-N,1,7.00436480540245,1,0
MUHICHNUYXZQMZ-UHFFFAOYSA-N,1,7.00436480540245,1,0
IQQQMAUGJKASHW-UHFFFAOYSA-N,1,7.00436480540245,1,0
